domain_length,domain_label_count,has_ip_in_domain,has_hyphen,digit_ratio,tld_is_risky,domain_entropy,domain_risk_keyword_count,subdomain_count,high_risk_subdomain_count,high_risk_subdomain_ratio,max_subdomain_depth,a_record_count,mx_record_count,ns_record_count,txt_record_count,has_spf,has_dmarc,has_mx,ns_provider_diversity,domain_age_days,days_to_expiry,registrar_is_known,whois_email_count,endpoint_count,pct_200,pct_404,pct_error,avg_content_length,has_https,has_hsts,has_csp,has_xframe_options,has_xcontent_type,tech_count,email_count,email_domain_mismatch_count,social_profile_count,label,source,domain
26.0,2.0,0.0,1.0,0.22136806254017982,0.0,3.4528793732595355,3.0,0.0,1.0,0.6487954876913787,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,164.0,109.0,0.0,0.0,3.0,0.33410958587138173,0.2395915653825093,0.24046340766015206,2460.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1,synthetic,synthetic_malicious_195
7.0,2.0,0.0,0.0,0.03497614251048463,0.0,2.589419176648317,0.0,24.0,0.0,0.032317346747282226,3.0,1.0,8.0,7.0,6.0,1.0,1.0,1.0,2.0,8828.0,337.0,1.0,3.0,15.0,0.7187119699948643,0.09241212370865921,0.014861243242093536,189209.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,13.0,0,synthetic_benign,synthetic_benign_6
26.0,5.0,0.0,1.0,0.30420964741805206,0.0,3.6915256532475715,1.0,2.0,0.0,0.2402671693825389,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,23.0,49.0,0.0,0.0,2.0,0.23249408962980986,0.644812676244064,0.07495707176549912,2099.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1,synthetic,synthetic_malicious_134
32.0,3.0,1.0,1.0,0.24267348869935496,1.0,4.254150685062336,2.0,2.0,1.0,0.5038917107422701,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,152.0,170.0,0.0,0.0,3.0,0.1227226129017879,0.48308738418219005,0.2383171140532359,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1,synthetic,synthetic_malicious_253
5.0,2.0,0.0,0.0,0.02074365874922551,0.0,2.5162422763444128,0.0,33.0,3.0,0.03402992095483153,3.0,4.0,4.0,8.0,6.0,1.0,0.0,1.0,4.0,8091.0,1378.0,1.0,1.0,31.0,0.9473334365579562,0.11022642526078726,0.03272791359775691,434462.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,10.0,0,synthetic_benign,synthetic_benign_43
28.0,5.0,0.0,1.0,0.3025585887099356,0.0,3.6351871132287945,0.0,0.0,0.0,0.1259279176857225,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,54.0,292.0,1.0,1.0,1.0,0.24162323504022468,0.5392431273800664,0.14598982600927524,2526.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1,synthetic,synthetic_malicious_33
29.0,4.0,0.0,0.0,0.15727325163862105,0.0,2.9535638762152656,2.0,2.0,0.0,0.1186706683225685,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,40.0,151.0,1.0,1.0,5.0,0.16323675603005525,0.3302035986247366,0.05534897492488181,4607.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1,synthetic,synthetic_malicious_171
29.0,5.0,0.0,1.0,0.3985427300334169,1.0,3.2912223932717835,0.0,3.0,2.0,0.61212789792209,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,107.0,180.0,0.0,0.0,5.0,0.5518378233247981,0.43178947653581756,0.19383045237890947,740.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,synthetic,synthetic_malicious_142
17.0,2.0,0.0,0.0,0.02107830481199957,0.0,2.15969150779084,0.0,91.0,0.0,0.027853474714103967,2.0,3.0,3.0,8.0,14.0,1.0,1.0,1.0,2.0,686.0,2565.0,1.0,3.0,16.0,0.5986597168255187,0.14747644643101354,0.020581829879015467,364560.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0,synthetic_benign,synthetic_benign_100
18.0,2.0,0.0,0.0,0.04872713021257255,0.0,2.9652016607672946,0.0,60.0,3.0,0.000890389216542259,1.0,3.0,2.0,4.0,12.0,1.0,1.0,1.0,2.0,8079.0,2114.0,1.0,3.0,32.0,0.9286936054593896,0.19082750928506698,0.007801818739469913,242552.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,3.0,0,synthetic_benign,synthetic_benign_142
30.0,5.0,0.0,0.0,0.2017006718822834,1.0,4.407515045904496,3.0,0.0,1.0,0.34191782983566643,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,95.0,317.0,0.0,0.0,3.0,0.16832817463153363,0.4346292406160971,0.04641733672350331,1553.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1,synthetic,synthetic_malicious_231
5.0,3.0,0.0,0.0,0.028909339502750854,0.0,2.0613432669969365,0.0,90.0,3.0,0.027150810518494342,2.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,3.0,4803.0,1125.0,1.0,3.0,6.0,0.6604000836816063,0.06139656757175116,0.006247465289888444,347714.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,19.0,0,synthetic_benign,synthetic_benign_12
29.0,4.0,0.0,1.0,0.19359051854498233,1.0,3.617818206942411,3.0,0.0,0.0,0.4921668404748963,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,31.0,236.0,0.0,1.0,5.0,0.330110376474254,0.22717311711854893,0.016407826401684054,876.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,synthetic,synthetic_malicious_286
34.0,2.0,1.0,1.0,0.33838930198929923,0.0,4.0189865904525135,2.0,0.0,2.0,0.6331923136649874,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,13.0,157.0,1.0,0.0,3.0,0.45231697261001824,0.3369887492371795,0.24705188750673485,4137.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1,synthetic,synthetic_malicious_92
33.0,5.0,0.0,1.0,0.16375495876106583,1.0,3.2096499323521908,2.0,2.0,1.0,0.7042559838065804,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,175.0,273.0,0.0,1.0,4.0,0.49646643406615876,0.24652667527733585,0.06647892014175905,1993.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1,synthetic,synthetic_malicious_17
8.0,3.0,0.0,0.0,0.048774760809888,0.0,1.8415031924706624,0.0,40.0,3.0,0.03498960450256553,2.0,3.0,2.0,2.0,5.0,1.0,0.0,1.0,3.0,1103.0,538.0,1.0,4.0,24.0,0.9393005051093166,0.17463227217547192,0.022717903177686957,317306.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,15.0,0,synthetic_benign,synthetic_benign_29
31.0,4.0,0.0,0.0,0.35753704596690616,0.0,4.129717275356674,0.0,2.0,0.0,0.12136654461494772,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,105.0,153.0,0.0,1.0,3.0,0.5548676967820856,0.36464236918527326,0.1626701253617677,1693.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1,synthetic,synthetic_malicious_139
8.0,3.0,0.0,1.0,0.04112961517615932,0.0,1.974811320800471,0.0,9.0,2.0,0.011747005276875656,3.0,1.0,7.0,7.0,9.0,1.0,1.0,1.0,3.0,1450.0,1241.0,1.0,3.0,9.0,0.5700461585611875,0.14154729310465955,0.03902729753877921,278386.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,4.0,0,synthetic_benign,synthetic_benign_88
26.0,3.0,0.0,0.0,0.25189275022064567,1.0,4.1275586987107165,0.0,2.0,1.0,0.4016681600752563,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,132.0,201.0,1.0,0.0,4.0,0.31419180696130355,0.28844758031052936,0.17846754304168475,4446.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1,synthetic,synthetic_malicious_269
34.0,4.0,1.0,0.0,0.33045211426699866,0.0,3.6977606165429853,2.0,0.0,1.0,0.7974788835505799,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,38.0,137.0,0.0,0.0,1.0,0.5615789274328645,0.5880193687193849,0.2570336390007391,3209.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1,synthetic,synthetic_malicious_239
12.0,3.0,0.0,0.0,0.047946697410448574,0.0,2.4049498294340212,0.0,44.0,1.0,0.0017974831846837014,2.0,2.0,8.0,7.0,7.0,1.0,1.0,1.0,4.0,8301.0,2695.0,1.0,3.0,25.0,0.9386892304228505,0.07972398199203617,0.027476587283583005,319673.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,18.0,0,synthetic_benign,synthetic_benign_124
24.0,5.0,1.0,1.0,0.21654912903908047,0.0,3.596304810035099,2.0,0.0,1.0,0.4014584924846357,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,61.0,66.0,0.0,1.0,3.0,0.44236898617497855,0.48800911862252144,0.033758961420687024,3388.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1,synthetic,synthetic_malicious_136
19.0,2.0,0.0,0.0,0.027193463007463056,0.0,2.219206968106472,0.0,28.0,2.0,0.00035332965936630823,2.0,3.0,2.0,2.0,11.0,1.0,0.0,1.0,2.0,733.0,2664.0,1.0,3.0,18.0,0.6463177601603503,0.02456685515412227,0.02324198188596679,16013.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,3.0,0,synthetic_benign,synthetic_benign_9
21.0,4.0,1.0,0.0,0.05291696133694967,1.0,3.042620758160675,2.0,0.0,0.0,0.23399646203166508,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,46.0,131.0,0.0,1.0,5.0,0.5631749865132167,0.21074422910717278,0.07421764192492537,4336.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1,synthetic,synthetic_malicious_138
19.0,3.0,0.0,0.0,0.026298605099925487,0.0,2.27868410753035,0.0,57.0,2.0,0.024171185987329466,1.0,3.0,6.0,7.0,11.0,1.0,1.0,1.0,2.0,782.0,1350.0,1.0,3.0,12.0,0.6037938214385078,0.10799385524129357,0.004899265199004033,154901.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,17.0,0,synthetic_benign,synthetic_benign_33
40.0,5.0,0.0,1.0,0.08392578498008817,1.0,3.3471572460398415,3.0,0.0,2.0,0.5227643906126332,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,136.0,259.0,1.0,0.0,3.0,0.33131403420048366,0.6372429770352899,0.022615466512286807,4508.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1,synthetic,synthetic_malicious_5
42.0,5.0,0.0,0.0,0.3133402516692244,0.0,3.606588324727275,2.0,3.0,1.0,0.45808204245102524,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,70.0,170.0,1.0,0.0,5.0,0.24791245884274074,0.4855413161017045,0.011581862603606075,2246.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1,synthetic,synthetic_malicious_297
28.0,3.0,0.0,1.0,0.39627923632785844,0.0,3.378713401583348,1.0,2.0,2.0,0.347168123756708,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,112.0,0.0,1.0,3.0,0.1593961530219589,0.4445339171220498,0.14867027878721076,1043.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,synthetic,synthetic_malicious_249
42.0,3.0,1.0,1.0,0.1343121358440309,0.0,2.600701429053088,1.0,3.0,1.0,0.6536826445758344,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,166.0,39.0,1.0,1.0,1.0,0.37856550570241654,0.20008485773916823,0.02726866407345967,4949.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,synthetic,synthetic_malicious_102
13.0,3.0,0.0,0.0,0.005908703784514158,0.0,1.8837931796569238,0.0,66.0,2.0,0.04707511435845211,3.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2985.0,2739.0,1.0,2.0,6.0,0.7114156311234101,0.07718148616485186,0.007287319885489591,432644.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,11.0,0,synthetic_benign,synthetic_benign_44
24.0,5.0,0.0,1.0,0.3410938210820925,1.0,4.2285000678504785,0.0,3.0,1.0,0.4642635259289525,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,114.0,82.0,0.0,1.0,1.0,0.3522745007504787,0.2862794557181825,0.07432311707948526,3586.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,synthetic,synthetic_malicious_36
24.0,4.0,1.0,0.0,0.1322040094843394,1.0,4.113125789152532,1.0,0.0,0.0,0.19587403526268013,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,125.0,234.0,0.0,0.0,1.0,0.4892102033836625,0.3094205684061597,0.2412329568519429,4243.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1,synthetic,synthetic_malicious_12
10.0,2.0,0.0,1.0,0.0038723328938728265,0.0,1.6573918252020632,0.0,7.0,2.0,0.048411814008426826,3.0,4.0,3.0,5.0,15.0,1.0,0.0,1.0,2.0,5495.0,1589.0,1.0,1.0,30.0,0.5387200445547985,0.0021752266793964247,0.026149210184511273,47780.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,18.0,0,synthetic_benign,synthetic_benign_11
11.0,3.0,0.0,0.0,0.019457540744864922,0.0,1.5910385041495898,0.0,69.0,0.0,0.004799390966894352,1.0,1.0,6.0,4.0,7.0,1.0,1.0,1.0,3.0,6772.0,723.0,1.0,2.0,5.0,0.5487813511093138,0.04390684682803914,0.028312036999481007,227839.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,19.0,0,synthetic_benign,synthetic_benign_4
18.0,3.0,0.0,0.0,0.041544550477172135,0.0,1.8313707534401038,0.0,56.0,3.0,0.02788769442401561,3.0,2.0,7.0,4.0,11.0,1.0,1.0,1.0,4.0,6069.0,985.0,1.0,4.0,13.0,0.7935276404330631,0.1715894777326602,0.006798787476930152,138342.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,8.0,0,synthetic_benign,synthetic_benign_53
19.0,5.0,1.0,1.0,0.11475980792536807,0.0,2.8777198429354724,3.0,1.0,2.0,0.22563539755968628,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,115.0,360.0,0.0,0.0,5.0,0.1686456476403945,0.5752221010923114,0.0035365587546531295,816.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,synthetic,synthetic_malicious_256
18.0,3.0,0.0,0.0,0.027818323532881297,0.0,1.9572362681253948,0.0,70.0,1.0,0.02625369993645148,1.0,4.0,8.0,4.0,13.0,1.0,1.0,1.0,2.0,4023.0,238.0,1.0,4.0,14.0,0.8133358620912133,0.14267339558921688,0.004635442228133435,439467.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,18.0,0,synthetic_benign,synthetic_benign_73
12.0,2.0,0.0,0.0,0.04039811232238538,0.0,2.179518790128133,0.0,34.0,2.0,0.035919705369473115,3.0,4.0,6.0,5.0,11.0,1.0,1.0,1.0,3.0,6507.0,468.0,1.0,4.0,24.0,0.6085290928442703,0.18171560667777314,0.03062921480014687,255981.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0,synthetic_benign,synthetic_benign_18
16.0,2.0,0.0,0.0,0.04261267132081925,0.0,2.9427521764029754,0.0,79.0,2.0,0.012895566107922075,3.0,3.0,7.0,8.0,3.0,1.0,1.0,1.0,3.0,9998.0,503.0,1.0,1.0,28.0,0.9290296331224215,0.17149430043853073,0.02899773690820024,394519.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,0,synthetic_benign,synthetic_benign_71
32.0,3.0,0.0,1.0,0.11587939332721794,1.0,4.348964085583209,3.0,1.0,1.0,0.7979648344083767,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,33.0,73.0,1.0,1.0,4.0,0.54679123457122,0.5476952597663904,0.2790933037378732,1472.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1,synthetic,synthetic_malicious_154
43.0,2.0,0.0,1.0,0.2362461036843151,1.0,4.265200579467725,3.0,3.0,1.0,0.08104341757230929,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,-1.0,78.0,0.0,1.0,3.0,0.5262819696466169,0.5439679601737092,0.051069772202772985,568.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,synthetic,synthetic_malicious_281
16.0,5.0,0.0,0.0,0.38215377589174815,0.0,2.6833468476350415,1.0,0.0,0.0,0.6294356723636935,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,36.0,335.0,1.0,0.0,2.0,0.3701077284315757,0.5992569117788118,0.032977904366830665,211.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1,synthetic,synthetic_malicious_29
20.0,2.0,0.0,0.0,0.01728643391068257,0.0,2.7461637489096136,0.0,75.0,0.0,0.02050767094748504,3.0,1.0,7.0,6.0,11.0,1.0,1.0,1.0,4.0,9586.0,275.0,1.0,1.0,29.0,0.588592800189387,0.04243607342253922,0.019692789439690956,33242.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,3.0,0,synthetic_benign,synthetic_benign_104
13.0,2.0,0.0,0.0,0.030585319980402967,0.0,2.240526723089987,0.0,6.0,1.0,0.0317426985174552,3.0,2.0,4.0,8.0,12.0,1.0,0.0,1.0,2.0,5891.0,2921.0,1.0,3.0,40.0,0.6558711904908263,0.014133354462607906,0.000915992437499813,54794.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,6.0,0,synthetic_benign,synthetic_benign_81
41.0,4.0,0.0,1.0,0.13733930209734757,1.0,3.0133158830854296,0.0,0.0,0.0,0.30874967836272793,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,146.0,363.0,0.0,0.0,2.0,0.32564370957653743,0.5995972828781697,0.010023835960571348,164.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1,synthetic,synthetic_malicious_87
24.0,2.0,0.0,0.0,0.16969750729657773,1.0,2.856971494504146,2.0,2.0,0.0,0.7154530022961654,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,57.0,133.0,0.0,1.0,2.0,0.4894692402582217,0.2599392463273858,0.02354627179163421,4035.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1,synthetic,synthetic_malicious_121
37.0,5.0,0.0,1.0,0.16291112153051857,0.0,3.9647040508492815,3.0,3.0,2.0,0.2538267146003405,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,31.0,120.0,0.0,1.0,5.0,0.11619137146354372,0.5011943337254856,0.2763114649254238,1809.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,synthetic,synthetic_malicious_86
17.0,2.0,1.0,0.0,0.1310965086056974,0.0,3.4988678087925003,3.0,2.0,0.0,0.7850627170309026,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,14.0,343.0,0.0,0.0,1.0,0.32076422632989265,0.387161056721707,0.1893882166758463,241.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1,synthetic,synthetic_malicious_290
41.0,3.0,0.0,1.0,0.1492575766013138,1.0,2.7611885006150914,3.0,2.0,2.0,0.6098032179380015,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,50.0,97.0,0.0,1.0,2.0,0.537211684632024,0.6382975186184773,0.02800199535769512,2952.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1,synthetic,synthetic_malicious_74
35.0,4.0,1.0,0.0,0.1875705211244143,1.0,4.457448754052672,0.0,0.0,1.0,0.370403120955824,2.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,47.0,87.0,1.0,1.0,5.0,0.4830267337569517,0.6418783109226872,0.0046937389090648705,1688.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1,synthetic,synthetic_malicious_57
16.0,2.0,0.0,1.0,0.03832423102116821,0.0,2.0366309695858336,0.0,5.0,1.0,0.026722519691857016,2.0,2.0,2.0,5.0,11.0,1.0,1.0,1.0,3.0,2521.0,1415.0,1.0,4.0,29.0,0.5765119073533038,0.036214330233307716,0.0016154242220781823,452019.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,3.0,0,synthetic_benign,synthetic_benign_91
30.0,2.0,0.0,1.0,0.30577627668469703,1.0,2.656954791845708,0.0,2.0,1.0,0.7038340021201474,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,12.0,186.0,0.0,1.0,5.0,0.3824564469962568,0.36341581382752064,0.20933059577822052,1254.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1,synthetic,synthetic_malicious_135
10.0,2.0,0.0,0.0,0.0,0.0,1.9182958340544896,0.0,5675.0,88.0,0.015506607929515418,5.0,1.0,1.0,4.0,12.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,2.0,4.0,1.0,0.0,0.0,476295.75,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0,osint_scan,google.com
9.0,2.0,0.0,0.0,0.028470324034958396,0.0,2.097608519991579,0.0,52.0,2.0,0.004354347114559881,1.0,2.0,6.0,7.0,7.0,1.0,1.0,1.0,3.0,4148.0,2440.0,1.0,3.0,44.0,0.6155653032208853,0.11297309203126867,0.03934364618584995,365285.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,11.0,0,synthetic_benign,synthetic_benign_103
6.0,3.0,0.0,0.0,0.04354092648691192,0.0,2.530376991688456,0.0,23.0,1.0,0.04422490499060342,2.0,3.0,2.0,8.0,9.0,1.0,1.0,1.0,2.0,5313.0,2809.0,1.0,4.0,16.0,0.6178451233076817,0.14768012573698924,0.022380696763803894,19699.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,8.0,0,synthetic_benign,synthetic_benign_32
22.0,2.0,0.0,1.0,0.06000518736752975,0.0,3.4052818320983174,2.0,0.0,2.0,0.06725341292874117,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,24.0,55.0,0.0,1.0,2.0,0.24700294729117164,0.4013460516059588,0.17821474956555447,4338.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,synthetic,synthetic_malicious_280
17.0,3.0,0.0,0.0,0.22935429694366055,1.0,2.6792376839207748,0.0,2.0,1.0,0.00987249190716355,1.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,174.0,224.0,0.0,1.0,3.0,0.23420339857460534,0.27296741032327393,0.05016222022773979,2260.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1,synthetic,synthetic_malicious_65
43.0,5.0,0.0,1.0,0.23923376786943945,1.0,2.8408660255857185,0.0,0.0,1.0,0.7946891767726252,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,169.0,99.0,0.0,1.0,1.0,0.4977702323041281,0.36640055876948163,0.06714186504136015,4718.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1,synthetic,synthetic_malicious_237
35.0,5.0,0.0,1.0,0.26796382309644373,1.0,2.538790794493993,0.0,0.0,0.0,0.7778660839931577,1.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,54.0,205.0,0.0,1.0,3.0,0.3318422336017146,0.5957123571326476,0.0990745941107491,1196.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,synthetic,synthetic_malicious_128
20.0,3.0,0.0,0.0,0.03515097217866573,0.0,2.765527270808944,0.0,54.0,0.0,0.0356182132040743,1.0,2.0,8.0,7.0,9.0,1.0,1.0,1.0,4.0,6975.0,1156.0,1.0,4.0,25.0,0.6790601242791758,0.010368301251239265,0.02687914676138404,420643.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,8.0,0,synthetic_benign,synthetic_benign_3
27.0,3.0,0.0,0.0,0.1280679515442107,0.0,3.838301123581873,2.0,3.0,1.0,0.5139875861115203,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,50.0,235.0,0.0,1.0,3.0,0.598219116048401,0.4431475081020414,0.21068725155581106,3901.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1,synthetic,synthetic_malicious_266
7.0,3.0,0.0,0.0,0.01647813207352703,0.0,2.8129926338212385,0.0,44.0,3.0,0.022394377527361592,3.0,2.0,4.0,7.0,15.0,1.0,1.0,1.0,2.0,1484.0,2736.0,1.0,2.0,43.0,0.8851637681764848,0.11835994929060219,0.018264819161485563,490355.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,20.0,0,synthetic_benign,synthetic_benign_50
28.0,3.0,0.0,1.0,0.33649253517843386,0.0,2.8415509836601465,1.0,3.0,1.0,0.2320289509859623,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,105.0,247.0,1.0,1.0,4.0,0.16006324873942537,0.39471469898156686,0.17416142218432182,279.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1,synthetic,synthetic_malicious_288
11.0,2.0,0.0,0.0,0.0,0.0,2.521640636343318,0.0,22248.0,693.0,0.03114886731391586,11.0,6.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,11172.0,150.0,0.0,0.0,1.0,1.0,0.0,0.0,513.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,osint_scan,example.com
14.0,3.0,0.0,0.0,0.04781762962545251,0.0,2.184060448485001,0.0,7.0,3.0,0.04817169416861337,1.0,4.0,7.0,7.0,10.0,1.0,1.0,1.0,3.0,5259.0,2716.0,1.0,4.0,27.0,0.7567534264331602,0.17292635288986108,0.049094339516075565,460401.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,2.0,0,synthetic_benign,synthetic_benign_140
11.0,2.0,0.0,0.0,0.010827248585444073,0.0,2.800785441242133,0.0,20.0,2.0,0.04059572874137448,2.0,2.0,8.0,5.0,10.0,1.0,1.0,1.0,2.0,2306.0,3602.0,1.0,4.0,36.0,0.7078789308675322,0.10595434473677859,0.0386932712414865,57051.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0,synthetic_benign,synthetic_benign_47
20.0,2.0,0.0,0.0,0.015792323192004548,0.0,1.8292036641224043,0.0,89.0,2.0,0.012771887579427006,2.0,4.0,3.0,2.0,11.0,1.0,0.0,1.0,4.0,7161.0,2893.0,1.0,2.0,13.0,0.6371342446771082,0.04953615999467618,0.02330140919879625,475829.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,10.0,0,synthetic_benign,synthetic_benign_97
43.0,3.0,0.0,1.0,0.2606306688805022,1.0,2.705840387358646,2.0,0.0,2.0,0.7141312160865672,1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,69.0,245.0,1.0,1.0,2.0,0.4007153396564527,0.49558554806879723,0.07092657516095148,174.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,synthetic,synthetic_malicious_276
